Value,Address,Address2,Date,Time,Date2,Time2,Case,Original_URL,Source,Atty,Atty_Contact,Address3,City,StateZip,State,Postal,County,Extra2
,1822 Hill Station Road,"Goshen, OH 45122, Clermont County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2024 CVE 0154...,https://www.auction.com/details/1822-hill-station-rd-goshen-oh-1785190,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Goshen, OH 45122, Clermont County",Goshen,OH 45122,OH,45122, Clermont County,
,6816 Brookstone Drive,"Westerville, OH 43082, Delaware County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,18 CV E 09 04...,https://www.auction.com/details/6816-brookstone-dr-westerville-oh-1785192,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Westerville, OH 43082, Delaware County",Westerville,OH 43082,OH,43082, Delaware County,
,4005 Egypt Road,"Willard, OH 44890, Huron County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CVE20230501,https://www.auction.com/details/4005-egypt-rd-willard-oh-1785193,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Willard, OH 44890, Huron County",Willard,OH 44890,OH,44890, Huron County,
,924 Blum Street,"Toledo, OH 43607, Lucas County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CI2024-04301,https://www.auction.com/details/924-blum-st-toledo-oh-1785197,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Toledo, OH 43607, Lucas County",Toledo,OH 43607,OH,43607, Lucas County,
,620 Broer Avenue,"Toledo, OH 43607, Lucas County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CI2024-04298,https://www.auction.com/details/620-broer-ave-toledo-oh-1785198,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Toledo, OH 43607, Lucas County",Toledo,OH 43607,OH,43607, Lucas County,
,1925 Sedan Avenue,"Obetz, OH 43207, Franklin County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24CV006479,https://www.auction.com/details/1925-sedan-ave-obetz-oh-1785199,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Obetz, OH 43207, Franklin County",Obetz,OH 43207,OH,43207, Franklin County,
,17810 Bridge Creek Trail,"Chagrin Falls, OH 44023, Geauga County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24F000294,https://www.auction.com/details/17810-bridge-creek-trl-chagrin-falls-oh-1785200,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Chagrin Falls, OH 44023, Geauga County",Chagrin Falls,OH 44023,OH,44023, Geauga County,
,2888 Saint Albans Circle Northwest,"North Canton, OH 44720, Stark County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2024CV02485,https://www.auction.com/details/2888-saint-albans-cir-nw-north-canton-oh-1785201,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"North Canton, OH 44720, Stark County",North Canton,OH 44720,OH,44720, Stark County,
,235 Downey Hill Drive Extended Northeast,"Dover, OH 44622, Tuscarawas County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2023 CF 09 06...,https://www.auction.com/details/235-downey-hill-drive-ext-ne-dover-oh-1785202,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Dover, OH 44622, Tuscarawas County",Dover,OH 44622,OH,44622, Tuscarawas County,
,700 Runyan Avenue,"Lima, OH 45801, Allen County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CF 2025 0024,https://www.auction.com/details/700-runyan-ave-lima-oh-1785203,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Lima, OH 45801, Allen County",Lima,OH 45801,OH,45801, Allen County,
,1115 Golfview Drive,"Washington Ch, OH 43160, Fayette County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CVE20240031,https://www.auction.com/details/1115-golfview-dr-washington-court-house-oh-1785204,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Washington Ch, OH 43160, Fayette County",Washington Ch,OH 43160,OH,43160, Fayette County,
,410 Beryl Drive,"Kent, OH 44240, Portage County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2024CV00804,https://www.auction.com/details/410-beryl-dr-kent-oh-1785205,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Kent, OH 44240, Portage County",Kent,OH 44240,OH,44240, Portage County,
,7741 Fox Run Avenue NW,"North Canton, OH 44720, Stark County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2025CV00523,https://www.auction.com/details/7741-fox-run-ave-nw-north-canton-oh-1785206,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"North Canton, OH 44720, Stark County",North Canton,OH 44720,OH,44720, Stark County,
,55 W Livingston Av,"Columbus, OH 43215, Franklin County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24 CV 004608,https://www.auction.com/details/55-w-livingston-ave-columbus-oh-1785208,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Columbus, OH 43215, Franklin County",Columbus,OH 43215,OH,43215, Franklin County,
,2261 Sullivan Road,"Chillicothe, OH 45601, Ross County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24CI000539,https://www.auction.com/details/2261-sullivan-rd-chillicothe-oh-1785209,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Chillicothe, OH 45601, Ross County",Chillicothe,OH 45601,OH,45601, Ross County,
,7290 Marion St,"Chesterhill, OH 43728, Morgan County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,25CV0001,https://www.auction.com/details/7290-marion-st-chesterhill-oh-1785210,Auction.com,RAS Crane LLC,(470) 321-7112,"Chesterhill, OH 43728, Morgan County",Chesterhill,OH 43728,OH,43728, Morgan County,
,3210 Quentin Drive,"Youngstown, OH 44511, Mahoning County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2024 CV 02245,https://www.auction.com/details/3210-quentin-dr-youngstown-oh-1785211,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Youngstown, OH 44511, Mahoning County",Youngstown,OH 44511,OH,44511, Mahoning County,
,132 W Ruth Street,"Sidney, OH 45365, Shelby County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24CV000302,https://www.auction.com/details/132-w-ruth-st-sidney-oh-1785212,Auction.com,"Diaz Anselmo & Associates, P.A.",(630) 453-6960,"Sidney, OH 45365, Shelby County",Sidney,OH 45365,OH,45365, Shelby County,
,227 Nesbitt Road,"Lucasville, OH 45648, Scioto County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,22CIE00215,https://www.auction.com/details/227-nesbitt-rd-lucasville-oh-1780882,Auction.com,Padgett Law Group,(850) 422-2520,"Lucasville, OH 45648, Scioto County",Lucasville,OH 45648,OH,45648, Scioto County,
,203 Joliet Ave.,"Cincinnati, OH 45215, Hamilton County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,A2405526,https://www.auction.com/details/203-joliet-ave-cincinnati-oh-1780883,Auction.com,"Diaz Anselmo & Associates, P.A.",(630) 453-6960,"Cincinnati, OH 45215, Hamilton County",Cincinnati,OH 45215,OH,45215, Hamilton County,
,2016 Allstatter Ave,"Hamilton, OH 45015, Butler County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV 2024 11 23...,https://www.auction.com/details/2016-allstatter-ave-fairfield-township-oh-1780884,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Hamilton, OH 45015, Butler County",Hamilton,OH 45015,OH,45015, Butler County,
,1613 Pulte Street,"Cincinnati, OH 45225, Hamilton County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,A 2404602,https://www.auction.com/details/1613-pulte-st-cincinnati-oh-1780885,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Cincinnati, OH 45225, Hamilton County",Cincinnati,OH 45225,OH,45225, Hamilton County,
,157 West Orchard Springs Drive,"Dayton  (Harrison Township), OH 45415, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024CV05722,https://www.auction.com/details/157-w-orchard-springs-dr-dayton-oh-1780886,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Dayton  (Harrison Township), OH 45415, Montgomery County",Dayton,OH 45415,OH,45415, Montgomery County,
,7761 Redmaple Crt,"Dayton, OH 45424, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CV 05958,https://www.auction.com/details/7761-redmaple-ct-dayton-oh-1780887,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Dayton, OH 45424, Montgomery County",Dayton,OH 45424,OH,45424, Montgomery County,
,4921 Andean Drive,"Lockbourne, OH 43137, Franklin County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,25CV000972,https://www.auction.com/details/4921-andean-dr-lockbourne-oh-1780888,Auction.com,"Clunk, Hoose Co. LPA",(330) 436-6616,"Lockbourne, OH 43137, Franklin County",Lockbourne,OH 43137,OH,43137, Franklin County,
,261 North Wayne Avenue,"Columbus, OH 43204, Franklin County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,22CV006648,https://www.auction.com/details/261-n-wayne-ave-columbus-oh-1744273,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Columbus, OH 43204, Franklin County",Columbus,OH 43204,OH,43204, Franklin County,
,1208 19th Street Northwest,"Canton, OH 44709, Stark County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024CV02358,https://www.auction.com/details/1208-19th-st-nw-canton-oh-1780889,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Canton, OH 44709, Stark County",Canton,OH 44709,OH,44709, Stark County,
,41 South Main Street,"Marengo, OH 43334, Morrow County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CV 00009,https://www.auction.com/details/41-s-main-st-marengo-oh-1749858,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Marengo, OH 43334, Morrow County",Marengo,OH 43334,OH,43334, Morrow County,
,5364 Stock Road,"Columbus, OH 43229, Franklin County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV009114,https://www.auction.com/details/5364-stock-rd-columbus-oh-1780890,Auction.com,"Diaz Anselmo & Associates, P.A.",(630) 453-6960,"Columbus, OH 43229, Franklin County",Columbus,OH 43229,OH,43229, Franklin County,
,42440 Green Street,"Belmont, OH 43718, Belmont County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV0293,https://www.auction.com/details/42440-green-st-belmont-oh-1767579,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Belmont, OH 43718, Belmont County",Belmont,OH 43718,OH,43718, Belmont County,
,800 Cabin Creek Road,"Piketon, OH 45661, Pike County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2023CIV000156,https://www.auction.com/details/800-cabin-creek-rd-piketon-oh-1780891,Auction.com,RAS Crane LLC,(470) 321-7112,"Piketon, OH 45661, Pike County",Piketon,OH 45661,OH,45661, Pike County,
,809 Lockwood Road,"Barberton, OH 44203, Summit County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV-2024-10-47...,https://www.auction.com/details/809-lockwood-rd-barberton-oh-1768971,Auction.com,Padgett Law Group,(850) 422-2520,"Barberton, OH 44203, Summit County",Barberton,OH 44203,OH,44203, Summit County,
,6745 Red Fox Road,"Reynoldsburg, OH 43068, Franklin County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV004792,https://www.auction.com/details/6745-red-fox-rd-reynoldsburg-oh-1779621,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Reynoldsburg, OH 43068, Franklin County",Reynoldsburg,OH 43068,OH,43068, Franklin County,
,120 Cambridge Avenue,"Dayton, OH 45406, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CV 03657,https://www.auction.com/details/120-cambridge-ave-dayton-oh-1780801,Auction.com,"Weltman, Weinberg and Reis Co, LPA",(216) 685-1167,"Dayton, OH 45406, Montgomery County",Dayton,OH 45406,OH,45406, Montgomery County,
,112 Walnut Street West,"Cardington, OH 43315, Morrow County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2025 CV 00001,https://www.auction.com/details/112-w-walnut-st-cardington-oh-1780893,Auction.com,"Cooke Demers, LLC",(614) 939-0930,"Cardington, OH 43315, Morrow County",Cardington,OH 43315,OH,43315, Morrow County,
,427 Westview Avenue,"Trenton, OH 45067, Butler County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV 2025 01 00...,https://www.auction.com/details/427-westview-ave-trenton-oh-1780894,Auction.com,Padgett Law Group,(850) 422-2520,"Trenton, OH 45067, Butler County",Trenton,OH 45067,OH,45067, Butler County,
,6775 Beauty Lane,"Zanesville, OH 43701, Muskingum County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CE2018-0259,https://www.auction.com/details/6775-beauty-ln-zanesville-oh-1780802,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Zanesville, OH 43701, Muskingum County",Zanesville,OH 43701,OH,43701, Muskingum County,
,8991 Terwilligers View Ct,"Cincinnati, OH 45249, Hamilton County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,A 2204620,https://www.auction.com/details/8991-terwilligers-view-ct-cincinnati-oh-1780803,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Cincinnati, OH 45249, Hamilton County",Cincinnati,OH 45249,OH,45249, Hamilton County,
,2898 Canton Road,"Uniontown, OH 44685, Summit County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV-2025-01-01...,https://www.auction.com/details/2898-canton-rd-uniontown-oh-1780939,Auction.com,"Cooke Demers, LLC",(614) 939-0930,"Uniontown, OH 44685, Summit County",Uniontown,OH 44685,OH,44685, Summit County,
,1524 East 82nd Street,"Cleveland, OH 44103, Cuyahoga County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV-23-984951,https://www.auction.com/details/1524-e-82nd-st-cleveland-oh-1780804,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Cleveland, OH 44103, Cuyahoga County",Cleveland,OH 44103,OH,44103, Cuyahoga County,
,291 Westgrove Ct.,"Medina, OH 44256, Medina County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024CIV0997,https://www.auction.com/details/291-westgrove-ct-medina-oh-1784031,Auction.com,RAS Crane LLC,(470) 321-7112,"Medina, OH 44256, Medina County",Medina,OH 44256,OH,44256, Medina County,
,54 N Haven Dr,"Fairborn, OH 45324, Greene County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CV 0515,https://www.auction.com/details/54-n-haven-dr-fairborn-oh-1780859,Auction.com,RAS Crane LLC,(470) 321-7112,"Fairborn, OH 45324, Greene County",Fairborn,OH 45324,OH,45324, Greene County,
,1058 Springwood Drive,"Fremont, OH 43420, Sandusky County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV470,https://www.auction.com/details/1058-springwood-dr-fremont-oh-1780860,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Fremont, OH 43420, Sandusky County",Fremont,OH 43420,OH,43420, Sandusky County,
,1727 West Riverview Avenue,"Dayton, OH 45402, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CV 05781,https://www.auction.com/details/1727-w-riverview-ave-dayton-oh-1780861,Auction.com,Padgett Law Group,(850) 422-2520,"Dayton, OH 45402, Montgomery County",Dayton,OH 45402,OH,45402, Montgomery County,
,4037 Reading Road,"Dayton, OH 45420, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2025CV01508,https://www.auction.com/details/4037-reading-rd-dayton-oh-1780862,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Dayton, OH 45420, Montgomery County",Dayton,OH 45420,OH,45420, Montgomery County,
,416 Mill Road,"Hamilton, OH 45011, Butler County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV 2024 07 14...,https://www.auction.com/details/416-mill-rd-hamilton-oh-1780863,Auction.com,Padgett Law Group,(850) 422-2520,"Hamilton, OH 45011, Butler County",Hamilton,OH 45011,OH,45011, Butler County,
,1324 Patterson Road,"Dayton, OH 45420, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2025 CV 00896,https://www.auction.com/details/1324-patterson-rd-dayton-oh-1780864,Auction.com,Brock and Scott PLLC,(910) 392-4988,"Dayton, OH 45420, Montgomery County",Dayton,OH 45420,OH,45420, Montgomery County,
,5725 Penn Ave,"Dayton, OH 45432, Montgomery County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2025 CV 00544,https://www.auction.com/details/5725-penn-ave-dayton-oh-1780866,Auction.com,RAS Crane LLC,(470) 321-7112,"Dayton, OH 45432, Montgomery County",Dayton,OH 45432,OH,45432, Montgomery County,
,9 Maple Cir,"Waterford, OH 45786, Washington County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,25FR000031,https://www.auction.com/details/9-maple-cir-waterford-oh-1780867,Auction.com,Brock and Scott PLLC,(910) 392-4988,"Waterford, OH 45786, Washington County",Waterford,OH 45786,OH,45786, Washington County,
,1133 Nevada St.,"Toledo, OH 43605, Lucas County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CI2025-00595,https://www.auction.com/details/1133-nevada-st-toledo-oh-1780868,Auction.com,"Ulrich, Sassano, Deighton, Delaney & Higgins Co., LPA",(216) 360-7200,"Toledo, OH 43605, Lucas County",Toledo,OH 43605,OH,43605, Lucas County,
,936 Cook Avenue,"Youngstown, OH 44512, Mahoning County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CV 02861,https://www.auction.com/details/936-cook-ave-youngstown-oh-1780869,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Youngstown, OH 44512, Mahoning County",Youngstown,OH 44512,OH,44512, Mahoning County,
,200 Littlebrook Dr,"Fairfield, OH 45014, Butler County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,CV 2024 09 18...,https://www.auction.com/details/200-littlebrook-dr-fairfield-oh-1780870,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Fairfield, OH 45014, Butler County",Fairfield,OH 45014,OH,45014, Butler County,
,1766 W Loveland Avenue,"Loveland, OH 45140, Hamilton County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,A 2402934,https://www.auction.com/details/1766-w-loveland-ave-loveland-oh-1780871,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Loveland, OH 45140, Hamilton County",Loveland,OH 45140,OH,45140, Hamilton County,
,606 Maywood Place,"Sidney, OH 45365, Shelby County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV000091,https://www.auction.com/details/606-maywood-pl-sidney-oh-1780872,Auction.com,Padgett Law Group,(850) 422-2520,"Sidney, OH 45365, Shelby County",Sidney,OH 45365,OH,45365, Shelby County,
,27 North Mathiott Street,"Portsmouth, OH 45662, Scioto County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CIE00172,https://www.auction.com/details/27-n-mathiott-st-portsmouth-oh-1780873,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Portsmouth, OH 45662, Scioto County",Portsmouth,OH 45662,OH,45662, Scioto County,
,519 West Fike Avenue,"Orrville, OH 44667, Wayne County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024 CVC-E 00...,https://www.auction.com/details/519-w-fike-ave-orrville-oh-1780874,Auction.com,Padgett Law Group,(850) 422-2520,"Orrville, OH 44667, Wayne County",Orrville,OH 44667,OH,44667, Wayne County,
,1078 Aberagg Road,"Atwater, OH 44201, Portage County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,2024CV00799,https://www.auction.com/details/1078-aberagg-rd-atwater-oh-1780875,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Atwater, OH 44201, Portage County",Atwater,OH 44201,OH,44201, Portage County,
,1149 Lanette Drive,"Cincinnati, OH 45230, Hamilton County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,A 2301359,https://www.auction.com/details/1149-lanette-dr-cincinnati-oh-1780876,Auction.com,"Cooke Demers, LLC",(614) 939-0930,"Cincinnati, OH 45230, Hamilton County",Cincinnati,OH 45230,OH,45230, Hamilton County,
,2404 Saint Andrews Drive,"Troy, OH 45373, Miami County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV00512,https://www.auction.com/details/2404-saint-andrews-dr-troy-oh-1780877,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Troy, OH 45373, Miami County",Troy,OH 45373,OH,45373, Miami County,
,1348 Oak Street,"Columbus, OH 43205, Franklin County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,24CV007472,https://www.auction.com/details/1348-oak-st-columbus-oh-1780880,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Columbus, OH 43205, Franklin County",Columbus,OH 43205,OH,43205, Franklin County,
,3553 Edgeview Drive,"Cincinnati, OH 45213, Hamilton County",2025-07-22,2:00 PM ,22-Jul-25,2:00 PM ,A 2405348,https://www.auction.com/details/3553-edgeview-dr-cincinnati-oh-1780881,Auction.com,"Clunk, Hoose Co. LPA",(330) 436-6616,"Cincinnati, OH 45213, Hamilton County",Cincinnati,OH 45213,OH,45213, Hamilton County,
,11545 County Line Rd,"Chesterland, OH 44026, Geauga County",2025-07-15,2:00 PM ,15-Jul-25,2:00 PM ,24F000544,https://www.auction.com/details/11545-county-line-rd-chesterland-oh-1775897,Auction.com,"Clunk, Hoose Co. LPA",(330) 436-6616,"Chesterland, OH 44026, Geauga County",Chesterland,OH 44026,OH,44026, Geauga County,
,2601 County Road 18,"Wauseon, OH 43567, Fulton County",2025-07-15,2:00 PM ,15-Jul-25,2:00 PM ,21CV000105,https://www.auction.com/details/2601-county-road-18-wauseon-oh-1776336,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Wauseon, OH 43567, Fulton County",Wauseon,OH 43567,OH,43567, Fulton County,
