Value,Address,Address2,Date,Time,Date2,Time2,Case,URL,Source,Atty,Atty_Contact
,8 Trotters Run,"Thomasville, NC 27360, Davidson County","Friday, Sep 05, 2025
Add to calendar",11:00 am,,,23-02499,https://www.auction.com/details/8-trotters-run-thomasville-nc-1794074,Auction.com,Brock and Scott PLLC,Borrowers/homeowners should call (844) 856-6646
,2 Curtis Cove,"Little Rock, AR 72209, Pulaski County","Friday, Sep 05, 2025
Add to calendar",10:00 am,,,24-011682-1,https://www.auction.com/details/2-curtis-cv-little-rock-ar-1760955,Auction.com,Padgett Law Group,
,100 Im Drive,"Maumelle, AR 72113, Pulaski County","Friday, Sep 05, 2025
Add to calendar",10:00 am,,,360266,https://www.auction.com/details/100-im-dr-maumelle-ar-1766116,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,78 Laver Circle,"Little Rock, AR 72210, Pulaski County","Friday, Sep 05, 2025
Add to calendar",10:00 am,,,362438,https://www.auction.com/details/78-laver-cir-little-rock-ar-1766122,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,1012 Barbara Street,"Jacksonville, AR 72076, Pulaski County","Friday, Sep 05, 2025
Add to calendar",10:00 am,,,357621,https://www.auction.com/details/1012-barbara-st-jacksonville-ar-1766523,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,8 Butterfield Ln.,"Little Rock, AR 72223, Pulaski County","Friday, Sep 05, 2025
Add to calendar",10:00 am,,,109355-1,https://www.auction.com/details/8-butterfield-ln-little-rock-ar-1780798,Auction.com,"Mickel Law Firm, P.A.",
,1421 Woolridge Drive,"Benton, AR 72019, Saline County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,358902,https://www.auction.com/details/1421-woolridge-dr-benton-ar-1765749,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,2124 Magna Carta Ln,"Bryant, AR 72022, Saline County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,AR-23-96179-N...,https://www.auction.com/details/2124-magna-carta-ln-bryant-ar-1766327,Auction.com,"McCarthy & Holthus, LLP",Borrowers/homeowners should call (214) 291-3800
,921 Athens,"Benton, AR 72015, Saline County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,361824,https://www.auction.com/details/921-athens-benton-ar-1766525,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,1022 Hillsboro Drive,"Alexander, AR 72002, Saline County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,25-005118-1,https://www.auction.com/details/1022-hillsboro-dr-alexander-ar-1767784,Auction.com,Padgett Law Group,
,4041 Elizabeth Court,"Benton, AR 72019, Saline County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,362308,https://www.auction.com/details/4041-elizabeth-ct-benton-ar-1773069,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,4117 Northshore Drive,"Benton, AR 72015, Saline County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,25-003693-1,https://www.auction.com/details/4117-northshore-dr-benton-ar-1784150,Auction.com,Padgett Law Group,
,2112 Humingbird Ln,"West Richland, WA 99353, Benton County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,WA-25-1007462...,https://www.auction.com/details/2112-hummingbird-ln-west-richland-wa-1734709,Auction.com,"McCarthy & Holthus, LLP",
,2538 Hidden Springs Loop Southeast,"Olympia, WA 98503, Thurston County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,WA-23-958958-...,https://www.auction.com/details/2538-hidden-springs-loop-se-olympia-wa-1734771,Auction.com,"McCarthy & Holthus, LLP",
,4856 E Spirea Ct,"West Richland, WA 99353, Benton County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,WA07000122-24,https://www.auction.com/details/4856-e-spirea-ct-west-richland-wa-1737741,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,18 E 2nd Ave,"Kennewick, WA 99336, Benton County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,WA-25-1009989...,https://www.auction.com/details/18-e-2nd-ave-kennewick-wa-1743134,Auction.com,"McCarthy & Holthus, LLP",
,22 S Sharron St,"Kennewick, WA 99336, Benton County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,WA05000018-25,https://www.auction.com/details/22-s-sharron-st-kennewick-wa-1746991,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,18246 Cinnamon Ln SW,"Rochester, WA 98579, Thurston County","Friday, Sep 05, 2025
Add to calendar",1:00 pm,,,WA-24-1002444...,https://www.auction.com/details/18246-cinnamon-ln-sw-rochester-wa-1765161,Auction.com,"McCarthy & Holthus, LLP",
,116 Sweet Meadow Ct,"Winlock, WA 98596, Lewis County","Friday, Oct 31, 2025
Add to calendar",9:00 am,,,WA-23-957937-...,https://www.auction.com/details/116-sweet-meadow-ct-winlock-wa-1745018,Auction.com,"McCarthy & Holthus, LLP",
,26425 Timberlane Dr. SE,"Covington, WA 98042, King County","Friday, Oct 31, 2025
Add to calendar",9:00 am,,,2025-00025-WA,https://www.auction.com/details/26425-timberlane-dr-se-covington-wa-1768001,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,3805 Grand Ave,"Everett, WA 98201, Snohomish County","Friday, Oct 31, 2025
Add to calendar",9:00 am,,,2025-00047-WA,https://www.auction.com/details/3805-grand-ave-everett-wa-1768035,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,5214 South Fife Street,"Tacoma, WA 98409, Pierce County","Friday, Oct 24, 2025
Add to calendar",9:00 am,,,2025-00067-WA,https://www.auction.com/details/5214-s-fife-st-tacoma-wa-1768006,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,938 Birch Bay Lynden Rd,"Lynden, WA 98264, Whatcom County","Friday, Oct 24, 2025
Add to calendar",9:00 am,,,WA-18-814650-...,https://www.auction.com/details/938-birch-bay-lynden-rd-lynden-wa-1767249,Auction.com,"McCarthy & Holthus, LLP",
,205 Elm St,"Omak, WA 98841, Okanogan County","Friday, Oct 24, 2025
Add to calendar",9:00 am,,,,https://www.auction.com/details/205-s-elm-st-omak-wa-1788702,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,5 Sierra Valley Cove,"Maumelle, AR 72113, Pulaski County","Friday, Oct 24, 2025
Add to calendar",10:00 am,,,25-003124-1,https://www.auction.com/details/5-sierra-valley-cv-maumelle-ar-1767787,Auction.com,Padgett Law Group,
,1327 E Wabash Ave,"Spokane, WA 99207, Spokane County","Friday, Oct 17, 2025
Add to calendar",9:00 am,,,WA-25-1007189...,https://www.auction.com/details/1327-e-wabash-ave-spokane-wa-1751325,Auction.com,"McCarthy & Holthus, LLP",
,1498 E Hulett Lane,"Washtucna, WA 99371, Adams County","Friday, Oct 17, 2025
Add to calendar",9:00 am,,,2025-00053-WA,https://www.auction.com/details/1498-e-hulett-ln-washtucna-wa-1767181,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,129 Scenic View Drive,"Longview, WA 98632, Cowlitz County","Friday, Oct 17, 2025
Add to calendar",9:00 am,,,WA-24-993680-...,https://www.auction.com/details/129-scenic-view-dr-longview-wa-1789901,Auction.com,"McCarthy & Holthus, LLP",
,407 Granite Peak Dr,"Columbus, MT 59019, Stillwater County","Friday, Oct 10, 2025
Add to calendar",2:00 pm,,,MT22746,https://www.auction.com/details/407-granite-peak-dr-columbus-mt-1765354,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,627 North Delta Drive,"Marion, AR 72364, Crittenden County","Friday, Oct 10, 2025
Add to calendar",10:00 am,,,170143,https://www.auction.com/details/627-n-delta-dr-marion-ar-1789418,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,"1125 E Olive Street #102, Seattle, Wa 98122","Seattle, WA 98122, King County","Friday, Oct 03, 2025
Add to calendar",9:00 am,,,2025-00046-WA,https://www.auction.com/details/1125-e-olive-st-seattle-wa-1744055,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,102 W Emerson Ave,"Hoquiam, WA 98550, Grays Harbor County","Friday, Oct 03, 2025
Add to calendar",9:00 am,,,WA-25-1010006...,https://www.auction.com/details/102-w-emerson-ave-hoquiam-wa-1748955,Auction.com,"McCarthy & Holthus, LLP",
,5404 Broadway,"Everett, WA 98203, Snohomish County","Friday, Oct 03, 2025
Add to calendar",9:00 am,,,WA-24-994027-...,https://www.auction.com/details/5404-broadway-everett-wa-1781336,Auction.com,"McCarthy & Holthus, LLP",
,428 Evergreen Way,"Gold Bar, WA 98251, Snohomish County","Friday, Oct 03, 2025
Add to calendar",9:00 am,,,WA-24-1004544...,https://www.auction.com/details/428-evergreen-way-gold-bar-wa-1782813,Auction.com,"McCarthy & Holthus, LLP",
,738 N 148th St,"Shoreline, WA 98133, King County","Friday, Oct 03, 2025
Add to calendar",9:00 am,,,WA-24-989980-...,https://www.auction.com/details/738-n-148th-st-shoreline-wa-1792770,Auction.com,"McCarthy & Holthus, LLP",
,12 Potosi Peak,"Three Forks, MT 59752, Broadwater County","Friday, Oct 03, 2025
Add to calendar",11:00 am,,,MT21461,https://www.auction.com/details/12-potosi-peak-three-forks-mt-1756190,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,2602 Ficus Drive,"West Richland, WA 99353, Benton County","Friday, Oct 03, 2025
Add to calendar",1:00 pm,,,WA-24-1003294...,https://www.auction.com/details/2602-ficus-dr-west-richland-wa-1794810,Auction.com,"McCarthy & Holthus, LLP",
,"19505 SE 24th Way, Sammamish, Wa 98075","Sammamish, WA 98075, King County","Friday, Nov 14, 2025
Add to calendar",9:00 am,,,2023-00045-WA,https://www.auction.com/details/19505-se-24th-way-sammamish-wa-1782917,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,"10818 Rampart Drive East, Puyallup, Wa 98374","Puyallup, WA 98374, Pierce County","Friday, Nov 07, 2025
Add to calendar",9:00 am,,,2024-00015-WA,https://www.auction.com/details/10818-rampart-dr-e-puyallup-wa-1782881,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,"13115 West Meadowview, Nine Mile Falls, Wa 99026","Nine Mile Falls, WA 99026, Stevens County","Friday, Nov 07, 2025
Add to calendar",9:00 am,,,2024-00160-WA,https://www.auction.com/details/13115w-w-meadowview-ln-nine-mile-falls-wa-1782883,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,"10610 Us Hwy 12, Naches, Wa 98937","Naches, WA 98937, Yakima County","Friday, Nov 07, 2025
Add to calendar",9:00 am,,,2025-00037-WA,https://www.auction.com/details/10610-us-highway-12-naches-wa-1783592,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,264 3rd Avenue SW,"Taylorsville, NC 28681, Alexander County","Friday, May 09, 2025
Add to calendar",11:00 am,,,23-00339,https://www.auction.com/details/264-3rd-ave-sw-taylorsville-nc-1732145,Auction.com,No Broker/Agent commission on this property. Learn more about Broker Co-op.,
,7565 Blackwelder Rd,"Salisbury, NC 28146, Rowan County","Friday, May 02, 2025
Add to calendar",2:00 pm,,,23-11806,https://www.auction.com/details/7565-blackwelder-rd-salisbury-nc-1719119,Auction.com,No Broker/Agent commission on this property. Learn more about Broker Co-op.,
,6191 Ventura Lane,"Central Point, OR 97502, Jackson County","Friday, Jun 20, 2025
Add to calendar",9:00 am,,,129313-OR,https://www.auction.com/details/6191-ventura-ln-central-point-or-1778587,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (878) 750-7600
,537 Hidden Valley Rd,"Grants Pass, OR 97527, Josephine County","Friday, Jun 20, 2025
Add to calendar",9:00 am,,,OR-24-996887-...,https://www.auction.com/details/537-hidden-valley-rd-grants-pass-or-1781791,Auction.com,Quality Loan Service Corporation,Borrowers/homeowners should call (619) 645-7711
,1153 Burning Embers Lane SW,"Concord, NC 28025, Cabarrus County","Friday, Jun 13, 2025
Add to calendar",1:00 pm,,,24-25225,https://www.auction.com/details/1153-burning-embers-ln-sw-concord-nc-1740828,Auction.com,No Broker/Agent commission on this property. Learn more about Broker Co-op.,
,11742 Tempest Harbor Loop,"Venice, FL 34292, Sarasota County","Friday, Jul 25, 2025
Add to calendar",TBD,,,2024 CA 00090...,https://www.auction.com/details/11742-tempest-harbor-loop-venice-fl-1756689,Auction.com,"Lender Legal Services, LLC",Borrowers/homeowners should call (407) 730-4644
,2737 Firethorn Avenue,"Orange Park, FL 32073, Clay County","Friday, Jul 25, 2025
Add to calendar",TBD,,,2023CA001436,https://www.auction.com/details/2737-firethorn-ave-orange-park-fl-1759847,Auction.com,Popkin and Rosaler,
,212 Secretariat Drive,"Crestview, FL 32539, Okaloosa County","Friday, Jul 25, 2025
Add to calendar",TBD,,,24-02249-LC-F...,https://www.auction.com/details/212-secretariat-dr-crestview-fl-1775159,Auction.com,Tiffany & Bosco,Borrowers/homeowners should call (602) 255-6000
,405 Mallard Ln,"Poinciana, FL 34759, Polk County","Friday, Jul 25, 2025
Add to calendar",TBD,,,2023CA0044570...,https://www.auction.com/details/405-mallard-ln-poinciana-fl-1723155,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
,4518 Tropical Dr,"Panama City, FL 32404, Bay County","Friday, Jul 25, 2025
Add to calendar",TBD,,,24000777CA,https://www.auction.com/details/4518-tropical-dr-panama-city-fl-1761652,Auction.com,"Wasinger Law Office, PLLC",Borrowers/homeowners should call (407) 308-0991
,4718 Butterfield Rd,"Hillside, IL 60162, Cook County","Friday, Jul 25, 2025
Add to calendar",TBD,,,14-24-05014,https://www.auction.com/details/4718-butterfield-rd-hillside-il-1714983,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,9100 S Emerald Ave,"Chicago, IL 60620, Cook County","Friday, Jul 25, 2025
Add to calendar",TBD,,,14-22-02960,https://www.auction.com/details/9100-s-emerald-ave-chicago-il-1746990,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,1906 S 7th Ave,"Maywood, IL 60153, Cook County","Friday, Jul 25, 2025
Add to calendar",TBD,,,14-19-11387,https://www.auction.com/details/1906-s-7th-ave-maywood-il-1784302,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,605 Webster St,"Oregon, IL 61061, Ogle County","Friday, Jul 25, 2025
Add to calendar",TBD,,,2024FC48,https://www.auction.com/details/605-webster-st-oregon-il-1714543,Auction.com,"Diaz Anselmo & Associates, LLC",Borrowers/homeowners should call (630) 453-6960
,302 S Bennett St,"Wheatland, IA 52777, Clinton County","Friday, Jul 25, 2025
Add to calendar",TBD,,,151868,https://www.auction.com/details/302-s-bennett-st-wheatland-ia-1784278,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,417 S Hill Circle,"Oakland, IA 51560, Pottawattamie County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/417-hill-st-oakland-ia-1761284,Auction.com,Dentons Davis Brown PC,
,740 Heywood Ave,"Louisville, KY 40208, Jefferson County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/740-heywood-ave-louisville-ky-1770902,Auction.com,Brock and Scott PLLC,Borrowers/homeowners should call (513) 492-2015
,7919 Daffodil Drive,"Louisville, KY 40258, Jefferson County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/7919-daffodil-dr-louisville-ky-1772560,Auction.com,Reimer Law Co.,
,5207 Charmane Dr,"Louisville, KY 40219, Jefferson County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/5207-charmane-dr-louisville-ky-1773568,Auction.com,Manley Deas Kochalski LLC,Borrowers/homeowners should call (614) 220-5611
,1017w Indian Trl,"Louisville, KY 40213, Jefferson County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1017-w-indian-trl-louisville-ky-1775046,Auction.com,Manley Deas Kochalski LLC,Borrowers/homeowners should call (614) 220-5611
,3532 Leith Ln,"Louisville, KY 40218, Jefferson County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/3532-leith-ln-louisville-ky-1781386,Auction.com,"Reisenfeld and Associates, LLC",Borrowers/homeowners should call (513) 322-7000
,225 Young St,"Hazard, KY 41701, Perry County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/225-young-st-hazard-ky-1787737,Auction.com,Brock and Scott PLLC,Borrowers/homeowners should call (513) 492-2015
,2702 Martello Drive,"Silver Spring, MD 20904, Montgomery County","Friday, Jul 25, 2025
Add to calendar",TBD,,,05-02542777,https://www.auction.com/details/2702-martello-dr-silver-spring-md-1783920,Auction.com,"BWW Law Group, LLC",
,2525 Scravel Rd,"Myersville, MD 21773, Frederick County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/2525-scravel-rd-myersville-md-1772677,Auction.com,"McCabe, Weisberg and Conway, LLC",Borrowers/homeowners should call (301) 490-3361
,27809 Waller Road,"Salisbury, MD 21801, Wicomico County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/27809-waller-rd-salisbury-md-1784199,Auction.com,"Shapiro and Brown, LLP",
,5521 E Apple Ave,"Muskegon, MI 49442, Muskegon County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/5521-e-apple-ave-muskegon-mi-1761620,Auction.com,"Trott and Trott, P.C.",Borrowers/homeowners should call (248) 642-2515
,130 S 4th St,"Manistique, MI 49854, Schoolcraft County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/130-s-4th-st-manistique-mi-1770187,Auction.com,"Johnson, Blumberg & Associates, LLC",
,28409 Glenwood St,"Saint Clair Shores, MI 48081, Macomb County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/28409-glenwood-st-saint-clair-shores-mi-1770370,Auction.com,"Johnson, Blumberg & Associates, LLC",
,24836 Hayes Ave,"Eastpointe, MI 48021, Macomb County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/24836-hayes-ave-eastpointe-mi-1773054,Auction.com,"Quintairos, Prieto, Wood and Boyer, P.A.",
,128 Tulgeywood Ln,"Whitehall, MI 49461, Muskegon County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/128-tulgeywood-ln-whitehall-mi-1775635,Auction.com,"Trott and Trott, P.C.",Borrowers/homeowners should call (248) 642-2515
,1135 West Dale Avenue,"Muskegon, MI 49441, Muskegon County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1135-w-dale-ave-muskegon-mi-1776856,Auction.com,Orlans PC,Borrowers/homeowners should call (248) 502-1400
,27110 Groveland St,"Roseville, MI 48066, Macomb County","Friday, Jul 25, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/27110-groveland-st-roseville-mi-1778335,Auction.com,Orlans PC,Borrowers/homeowners should call (248) 502-1400
